f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,label
4.56145315620784,5.486456510750103,-2.479606947678397,1.3320816189383329,-0.035536906587955906,3.906921801440579,4.757005144740926,4.403033515184153,-2.2273183886425345,1.0931320353620186,1.9224978968679134,3.332380341912837,-0.1033150860119468,-1.361327648036097,-3.4388765416051976,-3.802626034335426,-0.4230515372923213,-2.296076159733276,-0.6148858013815522,2.3172041426022965,0.33200537878060743,1.0251266212493102,0.12788515919793667,0.2327915564220185,1.4412534749925903,9
5.53774276021863,6.042738677292212,-3.6209114889549423,0.5221307019460157,-0.8931497786812811,-1.8844766460330629,-3.528257103826167,-4.45555191816962,0.9251070411901768,-2.748164192029896,3.3378859672387544,-2.4056839432427064,-2.09766404653088,3.6206851815144008,-1.0887378162029544,3.540860916917553,0.9982397583473602,0.42215794856071187,3.2362432447773233,-3.6232586098753097,-5.240070810598832,-2.3542333408726037,1.264019568081034,-1.4018800594979741,-1.7129301051272567,7
3.065180462344282,-4.576217173010637,-4.215926916771111,3.1168656159931274,-3.4332818131443563,0.7937066688860498,0.062059998240849165,-0.07096209922737796,4.106655204855347,4.17223382293239,1.2572287967580626,1.5805422601459598,3.36858712199929,-0.8087242703609636,1.4986915508435958,-5.467014341943402,0.05657221625747443,-2.495337592370425,1.7658650759475167,-1.3783775667929279,0.47018346963073937,-0.1091541918999295,-0.3648319370785543,1.2817478471468404,-2.269301132837835,5
7.842203973116823,-1.3207947210009383,3.200344683907498,2.149812781372348,-6.343934989462403,3.404520394618469,0.29957347551237334,-0.3831322477973914,-0.16032888284771252,-0.4864664146459822,-2.108554433155981,-1.9844628331360437,-0.7999822012522234,1.1645246444672996,0.21485761776990056,-0.5143403117027407,0.6772908468328631,0.9258959470746222,0.2802153767091954,0.7737318783061591,-0.9566530810223199,-1.2007504382073269,2.162987090081871,1.340022473184121,1.8944899741673595,1
0.3800726811446413,9.947168929027757,-1.7828522438512027,2.656045311760462,4.996085338036387,-3.444930406362107,3.402481242216097,7.496498580329295,0.6115689550249357,1.463996148631496,1.7114605305460486,3.389547651097279,-3.8948259609653335,-2.3953491480070737,-1.30697351370153,-3.6911736709170255,0.9197431775711071,3.393823890289686,2.6932744310133305,-0.7767849093943355,-0.7018660081696348,-0.6220129642211174,1.008513836095348,1.7990445338316678,1.5197728694306123,4
-3.135593617070797,-0.4315647796030969,-5.944893532731935,-0.9890765915321298,7.575841435938011,-3.9337565990069354,-8.243607370584035,0.6610137530187284,2.3774921095508,-5.27982990678203,-0.39020501102371813,0.7322485219040814,-1.0420728307759068,0.7994360689790034,2.4072421555564185,-0.8915120981934677,5.45971961565182,0.3169512126190432,-0.09440528920710907,-0.2405324101707707,-1.4038537239485676,-1.7684214059109333,-0.41729005264059,2.9080170903196603,1.034153742250026,8
8.05468435931104,-1.8437282516952354,3.755231054284347,0.09464157722404051,-3.8575028893461165,2.0442243359829524,-2.024161764305906,-1.9023394689946538,0.6734881038573489,-4.110046341709118,1.9171669082351401,-2.081586931397251,-2.447572598672762,0.891175460363422,2.3259916999567314,-0.35273451609154755,1.6235241007932923,1.1244562057028316,0.5308914520884941,0.8929032878513574,-2.9116312834752027,-0.9413008418974241,1.371076041992297,1.6130356922229312,3.5848874374815876,1
3.854208167429626,-0.5982158915349035,-10.54480878234623,-2.056829678388952,-1.7667397159462792,-5.168583495376048,-7.155853395636603,-7.138692290746787,-0.3595993418023018,-0.47618969019520163,-2.6551896013241723,-1.1206687476156336,-2.9593644882990673,-3.4020647627777865,1.3019805325498544,-1.088642889838218,-1.3984054954124554,1.0208573104834129,4.127749019344707,0.6839679963321575,1.337012902316016,-0.5232952165443693,0.6294205771842132,3.1086740631709646,-1.483060230503993,7
-13.20949922495206,-8.426620435890195,-3.703657620518194,-2.3768523362990117,5.158325283444937,4.767185702357673,1.5253843043885518,-1.5229015380001933,0.10775111673763785,-0.49578163452876844,-3.6933306497522813,-1.568465826003042,4.390991691870958,-3.863055255078007,-2.113814152909499,2.1545499636086096,0.16281798543447526,1.6088525351931826,-0.6009139825923087,2.0300705486949595,-4.044254614527889,-1.828642354074905,1.6125824720700612,1.5483119813592334,0.6890860721666591,0
-4.042009143360174,-9.765604445272098,2.582543036537036,-8.810932642918452,0.2912011870552905,-1.592537246878792,11.182528485619311,-0.5029604654130972,-8.115613785254917,2.031697319371337,4.726154083681101,-4.039370920406693,-4.807102812083959,1.0459944445149962,3.436526465393983,2.795954175992162,1.2360104959066338,-1.225122073191529,2.7221055265155565,1.6827895464986382,5.083814960296213,0.8996624177223465,-2.318561132693824,-3.433335539502568,-3.935151676507495,3
-7.717987467490972,-7.279336243803885,-2.533007496140525,-1.0453679200574755,4.08267667717697,1.0202009896111128,-2.5932249513435752,-5.108187362874623,-0.6335079993956811,-1.5770969079731263,-3.6869368374968374,0.5308351735507034,2.518424092348978,-2.5561913243633767,-0.25171879502335526,-2.8319232172009117,0.19036218866784982,0.17331629540268279,-3.200962640098059,-0.039710396561248314,-2.0711459327449138,-1.4848076121179818,2.74670555226965,-1.605200146077138,0.10487168919404355,0
2.5218235252025765,-6.639435418112522,-3.8958310269713214,-5.730309759643577,-0.8229322006297899,2.006342888244014,-2.151502268217119,2.74996276067413,4.579908373115655,3.6809263418432026,0.8502959339207015,-1.7830268396847897,5.802879189752127,-0.3020517314934932,2.4682040977076247,4.9072945297459825,-3.8828213746882554,-0.3719438181365488,4.057868210117696,5.390633138602848,-1.9544734917032451,0.6624261664538148,2.029487576098235,-2.376524531022797,0.2634393338403409,5
6.384237083591889,-3.4169123550350733,-2.272099208090203,-1.0649981304702119,-4.428457465719603,-4.496685909143333,-3.3749639247414662,0.17313582478535006,-0.3848210101251841,-2.546195818069676,-4.411140193309165,0.9974395935308832,-1.1875901369862232,-3.5020720133370378,-2.823276197708245,-0.4610810011245941,-0.26062120292119306,-2.425540291358169,0.8469175555058481,3.1769451638410944,0.9109640240535077,1.481211259234878,-0.42427978230560337,-1.6815546093638754,-0.49937808850308957,7
-2.252225053001943,-6.4619137789333765,-9.112632114330198,0.855198400010355,0.11449001221617483,-4.270242439720319,-3.776134385515031,4.688540482359432,9.63842750891193,8.156304366723706,-4.391297750246706,7.855533971263501,1.1315041966136572,7.343880407077227,4.318712801032273,-4.931538447802659,0.5640647662428705,-0.6320121295209299,1.8470914953406525,-1.922057013912753,-0.23277006775526843,0.787351240563034,-4.050938822375445,0.43046223777448567,0.062270078829008875,4
7.37314322500383,-0.8315180019249955,2.5340241632123277,2.473864010467024,-6.088186165825961,4.445998994273938,1.2760232387735144,-0.011146144207429452,-0.6488582807013319,1.2442069732840961,-2.4421705087410746,-1.982720798664788,0.696009361117353,1.4177958432647106,-0.01607492668684572,0.031013867004643526,0.45504884763543374,0.9357286855253433,-0.5305725191351414,0.2576492147350593,0.11803457744664703,-1.097643432317662,1.6202453445048277,1.22110336362663,0.8008369019342868,1
-9.462759225235398,-1.2696953580988808,-0.665952028493251,-1.2654524273449927,3.9931890648169146,7.496617021514478,-3.681886879458183,-3.039506685769951,0.653776781443955,-2.562424170462388,-3.97576432407751,0.6185281428934374,0.5005280023172238,-4.530836468301122,-1.3848630678329859,-2.8886243960863203,0.11929099302552881,-3.7860507922811677,-1.4560792744061202,0.15283518470630822,-2.6084705077446704,-3.8782958998435286,1.9972331230010059,0.5179919659647688,-0.8994773361894234,0
3.1575485798923366,3.556620437842233,1.9770366544101323,-4.8276747637951205,3.2456086098119195,5.434399899255853,0.2023914709927831,-2.0640408624736204,-0.18129171335149136,-0.6688673325265276,1.296117589790429,-0.5805537214054287,-2.681037584912783,3.631085094010319,1.4090472588931777,-0.679446583797739,-1.7045853705038643,4.79764520548525,-0.4196164097092174,-0.8227659900264241,0.490335522946978,-0.2081030308695656,0.7094221653427168,-1.844076397456351,-0.9226484501727095,3
